logP0_crit           	m1iso_crit         	phases_crit	logP0_hub           	m1iso_hub          	phases_hub	logP0_RHeRL          	m1iso_RHeRL        	logP0_critL2        	m1iso_critL2      	logP0_hubL2        	m1iso_hubL2       	logP0_RHeRLL2         	m1iso_RHeRLL2     	logP0_critL2_DEF  	m1iso_critL2_DEF 	logP0_hubL2_DEF 	m1iso_hubL2_DEF 	logP0_RHeRLL2_DEF   	m1iso_RHeRLL2_DEF	m2iso_crit         	m2iso_RHeRL        	m2iso_PmergeMIN	logL_Lsun	logTeff	HR_phases	logP0_PmergeMIN	m1iso_PmergeMIN	q_band            	mtot_band         	m1iso_HD	mtot_yes          	qfin_yes           	m1_yes             	logP0_yes           	q_yes             	mtot_yesL2        	qfin_yesL2         	m1_yesL2          	logP0_yesL2         	q_yesL2            	mtot_yesL2_DEF  	qfin_yesL2_DEF   	m1_yesL2_DEF    	logP0_yesL2_DEF   	q_yesL2_DEF      
-0.33709515421012    	0.7439140073730979 	9          	-0.32729000492009486	0.860239204537367  	9         	3.162914606459373    	0.31799551562843875	-0.2784949603878805 	2.001211833791135 	0.26980538003746174	64.40429902202969 	3.162914606459373     	0.7596041599060595	-0.27866674957632537	1.9939210535475695 	0.9068950395123081	6.965162353515625 	3.162914606459373     	0.7493782456060594 	0.4424             	0.7435791511844922 	 /             	1.6044   	4.0346 	9        	 /             	 /             	0.8872761627323796	1.2979            	 /      	1.0633770277910428	0.4304679698683793 	0.32               	3.162914606459373   	2.3230532118470086	1.4793890241467784	0.9414554122661131 	0.7620000000000001	3.162914606459373   	0.9414554122661131 	1.4711978755170438	0.952485568038545  	0.7535000000000001	3.162914606459373   	0.952485568038545  
-0.26224324688772427 	0.7044300195065788 	18         	-0.25059620079795814	0.8360003201015986 	18        	3.1508691502721184   	0.3189761362240834 	-0.20409925146540342	1.8343322981460217	0.2698242949225804 	64.23401353449499 	3.157584138096561     	0.7615469101891611	-0.20409608985684527	1.8344493636641537 	1.058648178326635 	5.375355224609375 	3.1530330852623147    	0.7526600706982501 	0.4424             	0.7381887034134138 	 /             	1.6517   	4.0202 	21       	 /             	 /             	0.4304679698683793	0.9407027555173895	 /      	1.0710524276396423	0.4423930052241642 	0.3285             	3.162914606459373   	2.2604335696792757	1.487584566177354 	0.9306743233969549 	0.7705000000000001	3.162914606459373   	0.9306743233969549 	1.4793890241467784	0.9414554122661131 	0.7620000000000001	3.162914606459373   	0.9414554122661131 
-0.18811156203030066 	0.6676276924984498 	18         	-0.1745848704752666 	0.8134010919297348 	18        	3.137639373356931    	0.32               	-0.13047561605383606	1.6876729657944398	0.28023354548314555	53.74662818276155 	3.1563042295585464    	0.7620000000000001	-0.1303481212832716 	1.6918282524270203 	1.2098085947198662	4.329788818359374 	3.1504497437947974    	0.7535000000000001 	0.4424             	0.7323893713118276 	 /             	1.698    	4.0059 	25       	 /             	 /             	 /                	 /                	 /      	1.0787499123319115	0.45433102774564565	0.33699999999999997	3.162914606459373   	2.2010383155249604	1.4957844040356751	0.9201340231523427 	0.779             	3.162914606459373   	0.9201340231523427 	1.487584566177354 	0.9306743233969549 	0.7705000000000001	3.162914606459373   	0.9306743233969549 
-0.11663445456915093 	0.6361225993640385 	 /         	-0.10145869201131776	0.7928781484917771 	 /        	3.09998255646646     	0.32315077575060236	-0.05950337880204401	1.5683332383357584	0.3474148522272396 	36.79382656429673 	3.1388788673568335    	0.7684569621762842	-0.05930365985292672	1.5741650178005608 	1.3603181668210667	3.6138879394531243	3.132880438035317     	0.7594470956839553 	0.4424             	0.7165038544662408 	 /             	1.7355   	3.9903 	 /       	 /             	 /             	 /                	 /                	 /      	1.086468472416537 	0.4662816474137061 	0.34550000000000003	3.162914606459373   	2.144626548238891 	1.5039884432057202	0.909826594546946  	0.7875000000000001	3.162914606459373   	0.909826594546946  	1.4957844040356751	0.9201340231523427 	0.779             	3.162914606459373   	0.9201340231523427 
-0.028648630057749452	0.6024821870945684 	 /         	-0.01171699705981183	0.769176731600693  	 /        	3.0629146064593735   	0.3261020668980751 	0.02786489236583018 	1.4467281872107938	0.4204464375337237 	27.816305808805343	3.133203327726554     	0.7705000000000001	0.02810848551443182 	1.453047538376484  	1.5125859758601128	3.1242663574218748	3.1251782643636954    	0.7620000000000001 	0.4424             	0.7017688261102378 	 /             	1.7709   	3.9685 	 /       	 /             	 /             	 /                	 /                	 /      	1.094207165663133 	0.4782444921116918 	0.354              	3.162914606459373   	2.090980693963653 	1.5121965921035172	0.8997444624416043 	0.796             	3.162914606459373   	0.8997444624416043 	1.5039884432057202	0.909826594546946  	0.7875000000000001	3.162914606459373   	0.909826594546946  
0.06727964538965389  	0.5719413189213645 	 /         	0.08571569574862217 	0.7451204381186423 	 /        	3.047912317706486    	0.3272248054560046 	0.12315531831784869 	1.3411682248603893	0.5976295401099145 	15.462885575332434	3.1202628042183846    	0.775374596809516 	0.12341321032781238 	1.3471708140930363 	1.663884363925431 	2.7126721191406253	3.1128692510404457    	0.7662461447893912 	0.4424             	0.6960498555170946 	 /             	1.7971   	3.9419 	 /       	 /             	 /             	 /                	 /                	 /      	1.1019651111731976	0.4902192064543464 	0.36250000000000004	3.162914606459373   	2.0399037549605454	1.5204087619584414	0.8898803753367821 	0.8045000000000001	3.162914606459373   	0.8898803753367821 	1.5121965921035172	0.8997444624416043 	0.796             	3.162914606459373   	0.8997444624416043 
0.17278279374702366  	0.5440293233503184 	 /         	0.19246677876310034 	0.7205608147062423 	 /        	3.0301113762629144   	0.3285             	0.22800481817778037 	1.2484632709736192	0.7691023903648284 	9.214787396656654 	3.1103572437785316    	0.779             	0.22825895494544504 	1.2538143558100963 	1.7303276903717526	2.244508056640625 	3.1002784921674227    	0.7705000000000001 	0.4424             	0.6894402026608308 	 /             	1.8147   	3.91   	 /       	 /             	 /             	 /                	 /                	 /      	1.1097414841277584	0.5022054507173703 	0.371              	3.162914606459373   	1.991216938349753 	1.528624866700457 	0.880227388315445  	0.8130000000000001	3.162914606459373   	0.880227388315445  	1.5204087619584414	0.8898803753367821 	0.8045000000000001	3.162914606459373   	0.8898803753367821 
0.2337428719799427   	0.5253089926518836 	 /         	0.2546129286998815  	0.7070500336540737 	 /        	2.994860111368571    	0.3312153679172818 	0.288485390342005   	1.1881987553031688	0.9061836025056671 	6.550085511701488 	3.101738496657052     	0.7823000306668028	0.2887301076730747  	1.1930132068101653 	1.842502622785331 	2.0630944824218744	3.093002942629992     	0.7730575085745026 	0.4424             	0.6768671991129224 	 /             	1.8394   	3.8949 	 /       	 /             	 /             	 /                	 /                	 /      	1.1175355110902665	0.5142028998569212 	0.3795             	3.162914606459373   	1.9447576049809396	1.536844822852947 	0.8707788470516697 	0.8215000000000001	3.162914606459373   	0.8707788470516697 	1.528624866700457 	0.880227388315445  	0.8130000000000001	3.162914606459373   	0.880227388315445  
0.29843213100871513  	0.48421711405367507	 /         	0.3236920149507144  	0.6926577845131455 	 /        	2.9629146064593734   	0.33357297192524316	0.35199430951484073 	1.0610008650829228	1.0569293194531875 	4.9124523495375305	3.0877628991282284    	0.7875000000000001	0.35220520641458064 	1.0645669869453358 	2.0292375495344994	1.8290124511718746	3.0757453004890625    	0.779              	0.4424             	0.6660639200648467 	 /             	1.9639   	3.9567 	 /       	 /             	 /             	 /                	 /                	 /      	1.0300675551268994	0.46823716062607973	0.3285             	3.0629146064593735  	2.135669878620698 	1.5450685494308023	0.8615283728081954 	0.8300000000000001	3.162914606459373   	0.8615283728081954 	1.536844822852947 	0.8707788470516697 	0.8215000000000001	3.162914606459373   	0.8707788470516697 
0.46834081891272294  	0.4611488693166249 	 /         	0.49371093190503423 	0.6597383951332658 	 /        	2.940816197868861    	0.33512163526980643	0.5211555633058983  	0.9925051401329408	1.2076728231483589 	3.95107955019178  	3.083308317788366     	0.7892334654629645	0.5213426324534643  	0.9954056878506125 	2.16145722486908  	1.696365966796875 	3.0732843597011423    	0.7798814290255504 	0.4423             	0.6589055421511704 	 /             	1.9502   	3.8992 	 /       	 /             	 /             	 /                	 /                	 /      	1.0378792410389024	0.4808246275071153 	0.33699999999999997	3.0629146064593735  	2.079760359165883 	1.5532959678434621	0.8524698483523698 	0.8385            	3.162914606459373   	0.8524698483523698 	1.5450685494308023	0.8615283728081954 	0.8300000000000001	3.162914606459373   	0.8615283728081954 
