logP0_crit           	m1iso_crit        	phases_crit	logP0_hub            	m1iso_hub         	phases_hub	logP0_RHeRL          	m1iso_RHeRL       	logP0_critL2        	m1iso_critL2      	logP0_hubL2        	m1iso_hubL2       	logP0_RHeRL          	m1iso_RHeRL       	m2iso_crit	m2iso_RHeRL       	m2iso_PmergeMIN   	logL_Lsun	logTeff	HR_phases	logP0_PmergeMIN      	m1iso_PmergeMIN   	q_band             	mtot_band         	m1iso_HD	mtot_yes          	qfin_yes           	m1_yes            	logP0_yes          	q_yes              	mtot_yesL2        	qfin_yesL2         	m1_yesL2          	logP0_yesL2        	q_yesL2            
2.942248130531283    	4.8620260770535175	 /         	2.903167184188278    	2.7916556158316395	 /        	2.716609988714525    	2.322101637906491 	2.964488841322998   	6.821219693553536 	2.9266025021279796 	3.8801287206744   	2.8825583281317497   	3.228480973673381 	5.7968    	5.800301045340732 	5.806053165754699 	4.6305   	3.6051 	 /       	2.018052933260336    	3.689621299140049 	 /                 	 /                	 /      	4.029999999999999 	0.532319391634981  	2.63              	3.286355893948297  	0.532319391634981  	4.949999999999999 	0.39436619718309857	3.55              	2.686355893948297  	0.39436619718309857
3.0613801412591353   	4.4476509324027145	 /         	3.026472828591607    	2.716912291131906 	 /        	2.686355893948297    	2.3317368581996543	3.0830978047115005  	6.146616210122664 	3.0495837053861976 	3.757201190809771 	2.8796176990224103   	3.23              	5.7939    	5.800928497440896 	5.806517450571972 	4.7094   	3.5838 	 /       	1.9863558939482968   	3.7252219917487968	 /                 	 /                	 /      	3.9899999999999998	0.5405405405405405 	2.59              	2.686355893948297  	0.5405405405405405 	4.99              	0.38997214484679665	3.59              	2.686355893948297  	0.38997214484679665
3.170495654484424    	3.241194197972207 	 /         	3.1564513880569818   	2.663542733046345 	 /        	2.6609379159852855   	2.3398328088147955	3.1901198822237538  	4.2802839614816275	3.179566262704554  	3.682569121123004 	2.839496234310265    	3.251256136144787 	5.5071    	5.801433358935141 	5.807200803808539 	4.8168   	3.5689 	 /       	1.937696461852704    	3.8391757098805086	 /                 	 /                	 /      	4.029999999999999 	0.532319391634981  	2.63              	2.686355893948297  	0.532319391634981  	5.029999999999999 	0.3856749311294766 	3.63              	2.686355893948297  	0.3856749311294766 
3.2378834890319443   	2.0264418368529102	 /         	3.2551331105625674   	2.5805314080739805	 /        	2.6290164992945644   	2.35              	3.2540301215295493  	2.5410964518059176	3.277560997517627  	3.5320879260070215	2.8041155730682648   	3.27              	5.8881    	5.802039836583563 	5.808150465372511 	4.947    	3.5576 	 /       	1.8732533859610765   	3.9               	 /                 	 /                	 /      	4.07              	0.5243445692883896 	2.67              	2.686355893948297  	0.5243445692883896 	5.07              	0.3814713896457766 	3.67              	2.686355893948297  	0.3814713896457766 
3.2989794053275263   	1.0356178710509067	 /         	3.3605105163733757   	2.5244875618902296	 /        	2.605637489724313    	2.3577126383104066	3.310270697116909   	1.2292983368851365	3.3826770402239577 	3.442040953916831 	2.7965837743179267   	3.274091152147852 	5.8975    	5.802360779109207 	5.808820972275276 	4.9429   	3.5587 	 /       	1.8395738098865806   	3.9665223949228547	 /                 	 /                	 /      	4.109999999999999 	0.5166051660516605 	2.71              	2.686355893948297  	0.5166051660516605 	5.109999999999999 	0.3773584905660377 	3.71              	2.686355893948297  	0.3773584905660377 
3.3093462963526354   	1.0625240246889471	 /         	3.3690470026529526   	2.5187295424137175	 /        	2.586355893948297    	2.364073444374668 	3.320809729896105   	1.263508893516859 	3.391175399206769  	3.432291241196127 	2.786355893948297    	3.2796465913876407	5.9133    	5.8024855093960745	5.809801283694834 	5.0427   	3.5479 	 /       	1.7863558939482969   	4.045036108555658 	 /                 	 /                	 /      	4.15              	0.509090909090909  	2.75              	2.686355893948297  	0.509090909090909  	5.15              	0.3733333333333333 	3.75              	2.686355893948297  	0.3733333333333333 
 /                   	 /                	 /         	 /                   	 /                	 /        	2.5365535829846455   	2.3700790756145396	 /                  	 /                	 /                 	 /                	2.7541726839970315   	3.297126716019494 	 /        	5.802789093045306 	5.8103374628788735	5.1438   	3.5376 	 /       	1.7555816697240727   	4.11153221971972  	 /                 	 /                	 /      	4.1899999999999995	0.5017921146953405 	2.79              	2.686355893948297  	0.5017921146953405 	5.1899999999999995	0.36939313984168864	3.79              	2.686355893948297  	0.36939313984168864
 /                   	 /                	 /         	 /                   	 /                	 /        	2.486355893948297    	2.375749606102759 	 /                  	 /                	 /                 	 /                	2.730470611607466    	3.31              	 /        	5.803072336777967 	5.810815877642968 	5.1234   	3.5396 	 /       	1.7227601460363757   	4.15              	 /                 	 /                	 /      	4.23              	0.4946996466431095 	2.83              	2.686355893948297  	0.4946996466431095 	5.23              	0.3655352480417754 	3.83              	2.686355893948297  	0.3655352480417754 
 /                   	 /                	 /         	 /                   	 /                	 /        	2.465123678065157    	2.381507113646744 	 /                  	 /                	 /                 	 /                	2.7120262926479137   	3.3202681594798467	 /        	5.803186232875643 	5.811531651684778 	5.1518   	3.5366 	 /       	1.6636418657596768   	4.246607464764225 	 /                 	 /                	 /      	4.27              	0.4878048780487804 	2.87              	2.686355893948297  	0.4878048780487804 	5.27              	0.3617571059431524 	3.87              	2.686355893948297  	0.3617571059431524 
 /                   	 /                	 /         	 /                   	 /                	 /        	2.433768047145122    	2.39              	 /                  	 /                	 /                 	 /                	2.686355893948297    	3.3345587668962278	 /        	5.803263568007894 	5.812426096007783 	 /       	 /     	 /       	1.586355893948297    	4.3155727008712494	 /                 	 /                	 /      	4.3100000000000005	0.4810996563573883 	2.91              	2.686355893948297  	0.4810996563573883 	5.3100000000000005	0.35805626598465473	3.91              	2.686355893948297  	0.35805626598465473
 /                   	 /                	 /         	 /                   	 /                	 /        	2.4058913571124996   	2.397814185265681 	 /                  	 /                	 /                 	 /                	2.670214987476536    	3.3435436374112957	 /        	5.803322595546298 	5.813039219495184 	 /       	 /     	 /       	1.5559017971690843   	4.361932379025984 	 /                 	 /                	 /      	4.35              	0.47457627118644063	2.95              	2.686355893948297  	0.47457627118644063	5.35              	0.3544303797468354 	3.95              	2.686355893948297  	0.3544303797468354 
 /                   	 /                	 /         	 /                   	 /                	 /        	2.386355893948297    	2.4032951404629737	 /                  	 /                	 /                 	 /                	2.658616254572533    	3.35              	 /        	5.803362468394847 	5.813515598627958 	 /       	 /     	 /       	1.531190683971746    	4.4               	 /                 	 /                	 /      	4.39              	0.46822742474916385	2.9899999999999998	2.686355893948297  	0.46822742474916385	5.39              	0.3508771929824562 	3.9899999999999998	2.686355893948297  	0.3508771929824562 
 /                   	 /                	 /         	 /                   	 /                	 /        	2.351212342322047    	2.4159425793495   	 /                  	 /                	 /                 	 /                	2.628830410981169    	3.366989806813149 	 /        	5.803431386024576 	5.814297017931619 	 /       	 /     	 /       	1.4894070947488305   	4.528814001000668 	 /                 	 /                	 /      	4.43              	0.46204620462046203	3.03              	2.686355893948297  	0.46204620462046203	5.43              	0.347394540942928  	4.03              	2.686355893948297  	0.347394540942928  
 /                   	 /                	 /         	 /                   	 /                	 /        	2.312298483892851    	2.43              	 /                  	 /                	 /                 	 /                	2.5884892701477544   	3.39              	 /        	5.803516696385561 	5.816243172966572 	 /       	 /     	 /       	1.3964111282738194   	4.65              	 /                 	 /                	 /      	3.79              	0.5857740585774058 	2.39              	2.586355893948297  	0.5857740585774058 	5.470000000000001 	0.34398034398034394	4.07              	2.686355893948297  	0.34398034398034394
 /                   	 /                	 /         	 /                   	 /                	 /        	2.298876160103858    	2.4350081064622247	 /                  	 /                	 /                 	 /                	2.587622329192928    	3.3905065740978526	 /        	5.803632615347796 	5.816315663660326 	 /       	 /     	 /       	1.3934763797849241   	4.658900607295784 	 /                 	 /                	 /      	3.83              	0.5761316872427983 	2.43              	2.586355893948297  	0.5761316872427983 	5.51              	0.340632603406326  	4.11              	2.686355893948297  	0.340632603406326  
 /                   	 /                	 /         	 /                   	 /                	 /        	2.286355893948297    	2.439696273780056 	 /                  	 /                	 /                 	 /                	2.586355893948297    	3.3912465713182742	 /        	5.803738590590721 	5.816487170140284 	 /       	 /     	 /       	1.386355893948297    	4.671918936994016 	 /                 	 /                	 /      	3.8699999999999997	0.5668016194331984 	2.4699999999999998	2.586355893948297  	0.5668016194331984 	5.550000000000001 	0.33734939759036137	4.15              	2.686355893948297  	0.33734939759036137
 /                   	 /                	 /         	 /                   	 /                	 /        	2.246276632067348    	2.4539682952476203	 /                  	 /                	 /                 	 /                	2.5386068712647822   	3.410900390926594 	 /        	5.804064132581215 	5.81762779195804  	 /       	 /     	 /       	1.3379306333422363   	4.839468424242424 	 /                 	 /                	 /      	3.9099999999999997	0.5577689243027889 	2.51              	2.586355893948297  	0.5577689243027889 	5.59              	0.33412887828162285	4.19              	2.686355893948297  	0.33412887828162285
 /                   	 /                	 /         	 /                   	 /                	 /        	2.2013097656495066   	2.4699999999999998	 /                  	 /                	 /                 	 /                	2.490929810842097    	3.43              	 /        	5.804406059472112 	5.81866328746334  	 /       	 /     	 /       	1.28891783639434     	4.9               	 /                 	 /                	 /      	3.9499999999999997	0.5490196078431373 	2.55              	2.586355893948297  	0.5490196078431373 	5.630000000000001 	0.3309692671394799 	4.23              	2.686355893948297  	0.3309692671394799 
 /                   	 /                	 /         	 /                   	 /                	 /        	2.19352603895305     	2.472868058001901 	 /                  	 /                	 /                 	 /                	2.488687458583618    	3.4309326258541284	 /        	5.804462880396771 	5.8194249526258615	 /       	 /     	 /       	1.2563750285747173   	4.987523918283026 	 /                 	 /                	 /      	3.9899999999999998	0.5405405405405405 	2.59              	2.586355893948297  	0.5405405405405405 	5.67              	0.32786885245901637	4.2700000000000005	2.686355893948297  	0.32786885245901637
 /                   	 /                	 /         	 /                   	 /                	 /        	2.186355893948297    	2.4755130215580854	 /                  	 /                	 /                 	 /                	2.486355893948297    	3.4318758785557835	 /        	5.804514618514705 	5.820933742383226 	 /       	 /     	 /       	1.186355893948297    	5.126651866404716 	 /                 	 /                	 /      	4.029999999999999 	0.532319391634981  	2.63              	2.586355893948297  	0.532319391634981  	5.710000000000001 	0.32482598607888624	4.3100000000000005	2.686355893948297  	0.32482598607888624
 /                   	 /                	 /         	 /                   	 /                	 /        	2.141080545746926    	2.4918898607194513	 /                  	 /                	 /                 	 /                	2.4477630161603114   	3.4545628488848057	 /        	5.80485170323079  	5.821046030556674 	 /       	 /     	 /       	1.1808923655379968   	5.143170589487125 	 /                 	 /                	 /      	4.07              	0.5243445692883896 	2.67              	2.586355893948297  	0.5243445692883896 	5.75              	0.32183908045977005	4.3500000000000005	2.686355893948297  	0.32183908045977005
 /                   	 /                	 /         	 /                   	 /                	 /        	2.0910226747350795   	2.51              	 /                  	 /                	 /                 	 /                	2.4214276253312375   	3.47              	 /        	5.805232585425362 	5.821083072236263 	 /       	 /     	 /       	1.179097026780377    	5.15              	 /                 	 /                	 /      	4.109999999999999 	0.5166051660516605 	2.71              	2.586355893948297  	0.5166051660516605 	5.790000000000001 	0.3189066059225512 	4.390000000000001 	2.686355893948297  	0.3189066059225512 
 /                   	 /                	 /         	 /                   	 /                	 /        	2.0886105377485222   	2.51090185752009  	 /                  	 /                	 /                 	 /                	2.4074125671262787   	3.478422669271193 	 /        	5.805250208099377 	5.821855224472199 	 /       	 /     	 /       	1.1365436758130019   	5.337734727330882 	 /                 	 /                	 /      	4.15              	0.509090909090909  	2.75              	2.586355893948297  	0.509090909090909  	4.83              	0.40816326530612235	3.43              	2.586355893948297  	0.40816326530612235
 /                   	 /                	 /         	 /                   	 /                	 /        	2.086355893948297    	2.511744984800448 	 /                  	 /                	 /                 	 /                	2.386355893948297    	3.4910505618010044	 /        	5.805266620603167 	5.8220865684084835	 /       	 /     	 /       	1.105543000866536    	5.4               	 /                 	 /                	 /      	4.1899999999999995	0.5017921146953405 	2.79              	2.586355893948297  	0.5017921146953405 	4.87              	0.4034582132564841 	3.47              	2.586355893948297  	0.4034582132564841 
 /                   	 /                	 /         	 /                   	 /                	 /        	2.0368875830057136   	2.5302126756229666	 /                  	 /                	 /                 	 /                	2.367305314365474    	3.5023797681668705	 /        	5.805612624976324 	5.8223474867418155	 /       	 /     	 /       	1.0690031672520381   	5.503309091629677 	 /                 	 /                	 /      	4.23              	0.4946996466431095 	2.83              	2.586355893948297  	0.4946996466431095 	4.91              	0.39886039886039887	3.51              	2.586355893948297  	0.39886039886039887
 /                   	 /                	 /         	 /                   	 /                	 /        	1.9863558939482968   	2.5490779501056404	 /                  	 /                	 /                 	 /                	2.354536539533939    	3.51              	 /        	5.8061307622325815	5.82331060572067  	 /       	 /     	 /       	0.9874524293158419   	5.65              	 /                 	 /                	 /      	4.27              	0.4878048780487804 	2.87              	2.586355893948297  	0.4878048780487804 	4.949999999999999 	0.39436619718309857	3.55              	2.586355893948297  	0.39436619718309857
 /                   	 /                	 /         	 /                   	 /                	 /        	1.9851632572394022   	2.549522945316442 	 /                  	 /                	 /                 	 /                	2.327524618485749    	3.5264674898149804	 /        	5.8061483178073425	5.823318249001177 	 /       	 /     	 /       	0.9872841543298905   	5.651160325476993 	 /                 	 /                	 /      	4.3100000000000005	0.4810996563573883 	2.91              	2.586355893948297  	0.4810996563573883 	4.99              	0.38997214484679665	3.59              	2.586355893948297  	0.38997214484679665
 /                   	 /                	 /         	 /                   	 /                	 /        	1.9838847529095132   	2.55              	 /                  	 /                	 /                 	 /                	2.28905537639089     	3.55              	 /        	5.806167101290811 	5.823359996548069 	 /       	 /     	 /       	0.9863558939482968   	5.6567970986984815	 /                 	 /                	 /      	4.35              	0.47457627118644063	2.95              	2.586355893948297  	0.47457627118644063	5.029999999999999 	0.3856749311294766 	3.63              	2.586355893948297  	0.3856749311294766 
 /                   	 /                	 /         	 /                   	 /                	 /        	1.9342167613868788   	2.5691443469754325	 /                  	 /                	 /                 	 /                	2.2880016773134852   	3.550658313346075 	 /        	5.806868918093251 	5.824538043565103 	 /       	 /     	 /       	0.9600602455072665   	5.8671304394487125	 /                 	 /                	 /      	4.39              	0.46822742474916385	2.9899999999999998	2.586355893948297  	0.46822742474916385	5.07              	0.3814713896457766 	3.67              	2.586355893948297  	0.3814713896457766 
