mass[Msun]                Teff[K]                   L[Lsun]                   R[Rsun]                  Gamma_e
20.250000000000000        117199.62718877279        491829.77403244225        1.7010148637732998       0.37191998779446683
20.000000000000000        112190.10933207218        480024.13338985696        1.8364589710332122       0.36870955396408012
19.750000000000000        117771.86324558125        471951.89263032743        1.6501329442365731       0.36592355149316136
19.500000000000000        118039.35489741982        462089.17445743002        1.6254080386945573       0.36286987336694559
19.250000000000000        118278.69682407235        452279.05869301513        1.6015604624620270       0.35977872306378061
19.000000000000000        114072.74440436516        440824.38449454797        1.7022677099865031       0.35642103205732756
18.750000000000000        118685.51144835973        432814.36058144644        1.5559963740904748       0.35347615337665916
18.500000000000000        118858.95841551236        423166.08764677693        1.5340684870816763       0.35026670595865728
18.250000000000000        119012.03193395124        413569.08908416942        1.5126743971732199       0.34701235112980444
18.000000000000000        115558.24879148629        402475.96594461479        1.5849913943666263       0.34349368792667900
17.750000000000000        119248.49216941521        394552.07351818826        1.4716330519368552       0.34038130811587791
17.500000000000000        119341.64903582631        385130.41334123281        1.4516870400470143       0.33699968687005150
17.250000000000000        119414.66552243977        375771.30487320671        1.4321866931250895       0.33357557533308957
17.000000000000000        116602.63700242108        365053.47122815251        1.4825874966914032       0.32988219497621479
16.750000000000000        119502.24184293483        357235.18060682865        1.3943704370057117       0.32658718594272201
16.500000000000000        119517.34099997334        348063.87485799607        1.3760074690107742       0.32302395989046057
16.250000000000000        119513.16115092798        338957.11496391456        1.3579821788957465       0.31941192007763514
16.000000000000000        117223.12229210777        328634.02017284604        1.3918374780142933       0.31553232058267805
15.750000000000000        119455.16322521334        320948.80913809006        1.3226995111983042       0.31204335649580134
15.500000000000000        119394.45357227676        312047.93000723433        1.3055560130044466       0.30828283070943246
15.250000000000000        119317.57786422479        303215.50546984276        1.2886055768429261       0.30446774629772477
15.000000000000000        117435.64162531248        293305.46428500151        1.3101440942976432       0.30038636084968023
14.750000000000000        119107.22351768761        285777.60928190133        1.2554258251447139       0.29668521805189696
14.500000000000000        118973.68086893776        277170.39775092201        1.2391525842959143       0.29271068301320147
14.249999999999998        118825.21502619519        268641.13965741789        1.2229880224971068       0.28868045898859673
14.000000000000000        117260.58301201060        259162.82951276615        1.2352108408933320       0.28437799753025012
13.750000000000000        118472.04059870291        251827.65790833242        1.1911683245629914       0.28045323796045629
13.499999999999998        118268.65502160887        243545.62038501879        1.1754495852352957       0.27625254389850390
13.250000000000000        118047.66715928487        235347.66306222891        1.1598271957460746       0.27199050428503568
13.000000000000000        116709.24433911468        226321.16439889828        1.1652279855233489       0.26744416750261357
12.750000000000000        117551.34767455683        219216.93716433650        1.1288467545138541       0.26328350511373899
12.500000000000000        117275.57736402203        211286.13969835528        1.1134571428787758       0.25883364344258214
12.250000000000002        116981.75320325127        203448.45836233275        1.0981056114504368       0.25431855357953237
12.000000000000000        115794.49351737034        194900.64223610194        1.0984736828964792       0.24950734719214113
11.750000000000000        116338.65081120814        188062.96169830265        1.0674726351448733       0.24508974217189186
11.500000000000002        115987.40832764233        180518.16439850518        1.0521845641307057       0.24037140316351299
11.250000000000000        115616.39989905468        173075.97588406355        1.0368899647355132       0.23558302653984234
11.000000000000000        114517.08814023534        165033.49263721696        1.0334852643720496       0.23047865997029307
10.749999999999998        114811.12985879289        158509.26213963950        1.0062653105193471       0.22579062740913997
10.500000000000000        114376.14665120884        151388.31964703239       0.99089679357668214       0.22078156103982072
10.250000000000000        113918.45209710053        144380.61484079418       0.97548243543367419       0.21569732133408612
10.000000000000000        112854.40601110562        136879.25171721794       0.96914912744078774       0.21027562714895306
9.7500000000000000        112930.13594173455        130714.97103187663       0.94448730417831805       0.20529598011550362
9.5000000000000000        112399.79904903630        124062.84335081044       0.92884437730438207       0.19997598994488197
9.2500000000000000        111839.45810612659        117535.33423163366       0.91316083370861412       0.19457473345278217
9.0000000000000000        110761.96022806787        110623.53706285264       0.90448494060866158       0.18882363138395164
8.7500000000000000        110636.08474227702        104871.24667550334       0.88142990211880179       0.18353044094704252
8.5000000000000000        109988.36686450790        98740.602964455931       0.86538136947449384       0.17788387417828130
8.2500000000000000        109308.06263623327        92750.295685497316       0.84919302489751525       0.17215557233892098
8.0000000000000000        108167.69719576318        86483.506613998165       0.83855260734245896       0.16607131251773538
7.7500000000000000        107842.19113339399        81205.718587062423       0.81633621079288265       0.16045181773987607
7.5000000000000009        107051.27260099574        75660.258157112112       0.79965637037525628       0.15447787465353932
7.2500000000000000        106218.79456382750        70272.075581378696       0.78278377356238937       0.14842412759146983
7.0000000000000000        104961.38860543656        64719.205077011822       0.77040002522548834       0.14203208057383565
6.7499999999999991        104418.01186333063        59986.860401414080       0.74839415543580234       0.13608557411278638
6.5000000000000000        103443.29900575185        55099.657702346980       0.73084097133544368       0.12980615161449516
6.2500000000000000        102414.10201035558        50390.029106264832       0.71302694626574992       0.12345944552134570
6.0000000000000000        100976.03124562545        45624.044481557990       0.69890658606493306       0.11681371776066109
5.7500000000000009        100175.45150886668        41524.003635038483       0.67651924255768447       0.11058369723599606
5.5000000000000000        98956.073053314249        37378.366730395399       0.65777659467711647       0.10406803671093008
5.2500000000000000        97662.254208764803        33431.834003665484       0.63867478891722240        9.7512575830986201E-002
5.0000000000000000        95953.698998703141        29526.285479046692       0.62264399067267984        9.0717301834936787E-002
4.7500000000000000        94824.948202229760        26158.455641067441       0.59925819621839471        8.4329246710233050E-002
4.5000000000000000        93265.943348512155        22842.851059216118       0.57887146285069480        7.7731585216277280E-002
4.2500000000000000        91601.029425032073        19748.407152887725       0.55797981479310910        7.1154582162523558E-002
4.0000000000000000        89819.273055941914        16880.186000867714       0.53654073901066479        6.4621489884978081E-002
3.7500000000000004        87908.696082093535        14242.739170086073       0.51450102540177844        5.8159676687087637E-002
3.5000000000000000        85855.290501500029        11839.622387523121       0.49179936357183318        5.1799973451068029E-002
3.2500000000000000        83641.836503954473        9673.0238237342128       0.46836795067762321        4.5576253987537403E-002
3.0000000000000000        81248.237601156317        7744.0817638422586       0.44413012010149810        3.9528324418925238E-002
2.7500000000000000        78650.057472147659        6052.0430105024579       0.41899233213832293        3.3699933372473227E-002
2.5000000000000000        75818.880588477638        4595.2474892836790       0.39287362847446988        2.8146774129853867E-002
2.2500000000000000        72721.320844115544        3369.8682575420203       0.36570938490092531        2.2934545337594574E-002
2.0000000000000000        69313.344489272320        2367.3395702020657       0.33740361387968693        1.8125512370806434E-002
1.7500000000000000        65525.466427711879        1571.9021395485045       0.30764203203845580        1.3754575345594936E-002
1.5000000000000000        61302.748077758530        967.25113183495785       0.27571658909067664        9.8743318316347386E-003
1.2500000000000000        56549.324053321332        535.93509173468999       0.24118729233377859        6.5654108991941573E-003
1.0000000000000000        51080.081921226483        253.86319831332139       0.20344633202372508        3.8874022125417796E-003
0.77500000000000002        45282.902011665865        103.73441859890170       0.16548022270521454        2.0496556543044670E-003
0.75000000000000000        44566.573165080605        92.085059997887413       0.16096418900356338        1.8801289742202913E-003
0.72499999999999998        43839.386472612598        81.325089878202917       0.15632790276428804        1.7176958865391355E-003
0.69999999999999984        43089.807871522142        71.421310689583137       0.15164145871952719        1.5623901998173735E-003
0.67500000000000004        42323.760869061858        62.339891467505474       0.14684787891228340        1.4142363617156925E-003
0.65000000000000002        41537.634033325980        54.046790270229820       0.14195627774225983        1.2732576107810309E-003
0.62500000000000000        40732.769552507940        46.506680145241006       0.13693767499100262        1.1394494199758636E-003
0.59999999999999998        39902.196089901299        39.685089262439938       0.13181755276002033        1.0128283318779313E-003
0.57499999999999996        39044.368354394392        33.546615606675012       0.12657872427449948        8.9338899402527545E-004
0.55000000000000004        38156.857846049279        28.054900195591706       0.12120270617967568        7.8109843710804749E-004
0.52500000000000002        37243.005674678636        23.170979863066822       0.11562078518342796        6.7584145420434714E-004
0.50000000000000000        36292.281270503074        18.857841051269542       0.10984255092159398        5.7753950563553882E-004
0.47499999999999998        35294.014714861740        15.079410075089857       0.10385877883675070        4.8612781653310761E-004
0.45000000000000001        34230.389271949149        11.802634841635237        9.7682995778854226E-002   4.0163003890840042E-004
0.42499999999999999        33122.190237001283        8.9887760618833532        9.1046938483887813E-002   3.2387047719050003E-004
0.40000000000000002        31918.619580312854        6.6197828644181858        8.4136962998992829E-002   2.5342151525567329E-004
0.37500000000000000        30618.069399224500        4.6615313887038434        7.6729410418403740E-002   1.9035183836206394E-004
0.34999999999999992        29169.786737924125        3.0796032465475855        6.8712229027741781E-002   1.3473687013793400E-004
0.32500000000000001        27470.581563030777        1.8249078210097502        5.9640039124076609E-002   8.5983932087614211E-005
0.29999999999999999        25310.199389383499       0.43174446615069428        3.4172395004050594E-002   2.2037648677424203E-005
0.27500000000000002        21325.547568322632       0.19676371780345947        3.2495654485078809E-002   1.0956505379406072E-005
0.25000000000000000        18069.101115596408        9.9806450880062597E-002   3.2237352686310373E-002   6.1133369555714447E-006
0.22500000000000001        15085.782026800798        4.8283853243227648E-002   3.2167585561609945E-002   3.2860875756854564E-006
