logP0_crit         	m1iso_crit        	phases_crit	logP0_hub          	m1iso_hub         	phases_hub	logP0_RHeRL        	m1iso_RHeRL       	logP0_critL2       	m1iso_critL2      	logP0_hubL2       	m1iso_hubL2       	logP0_RHeRL        	m1iso_RHeRL       	logP0_critL2_DEF 	m1iso_critL2_DEF	logP0_hubL2_DEF 	m1iso_hubL2_DEF 	logP0_RHeRLL2_DEF  	m1iso_RHeRLL2_DEF 	m2iso_crit	m2iso_RHeRL       	m2iso_PmergeMIN	logL_Lsun	logTeff	HR_phases	logP0_PmergeMIN	m1iso_PmergeMIN	q_band             	mtot_band        	m1iso_HD	mtot_yes          	qfin_yes           	m1_yes            	logP0_yes          	q_yes              	mtot_yesL2        	qfin_yesL2         	m1_yesL2          	logP0_yesL2        	q_yesL2            	mtot_yesL2_DEF  	qfin_yesL2_DEF   	m1_yesL2_DEF    	logP0_yesL2_DEF  	q_yesL2_DEF      
0.10180785737428227	17.273599825388242	9          	0.13865254301769586	37.977393517229714	9         	3.7018176180437754 	3.548369147427088 	0.1493048641791448 	54.677736055054574	0.7895778386554149	202.56299191927206	3.7018176180437754 	5.686975912844876 	0.14948503914424985	55.09779863282291 	2.9665722306297777	55.09779863282291 	3.7018176180437754 	5.713312384671361 	17.2112   	15.137227501622387	 /             	5.1485   	4.6024 	9        	 /             	 /             	0.9977507246376812 	59.2612          	 /      	18.68760840445193 	0.23451524872026383	3.5500000000000003	3.7018176180437754 	4.264115043507585  	21.190967146742253	0.37238600052414084	5.750000000000001 	3.7018176180437754 	2.6853855907377824 	21.190967146742253	0.37238600052414084	5.750000000000001 	3.7018176180437754 	2.6853855907377824 
0.16371078881421522	15.86294705751647 	25         	0.19814395097896634	31.242879829888153	25        	3.6983566059207122 	3.546538987876937 	0.21012747900693177	43.67956256592231 	0.8491983285032189	71.89846327413836 	3.6707095156845453 	5.65              	0.21013299223045093	43.6874550887916  	2.9665351753528313	43.6874550887916  	3.648643255018253  	5.65              	17.2112   	15.168207237521555	 /             	5.2139   	4.5965 	26       	 /             	 /             	0.19914372955411266	18.68760840445193	 /      	18.805281195350343	0.24084013704211732	3.65              	3.7018176180437754 	4.152131834342559  	21.301577948923015	0.3786021090750638 	5.8500000000000005	3.7018176180437754 	2.641295375884275  	21.301577948923015	0.3786021090750638 	5.8500000000000005	3.7018176180437754 	2.641295375884275  
0.23586765562322046	14.406785362086644	28         	0.26866924960116   	26.322590783422278	28        	3.6018176180437753 	3.495712054145977 	0.2805694845528488 	34.972558312140144	0.9948261850759856	41.89346185212334 	3.6018176180437753 	5.566577859657934 	0.28006505433826834	34.50764211110143 	2.9665148358625766	34.50764211110143 	3.6018176180437753 	5.593159130404427 	17.2112   	15.969831817063486	 /             	5.2744   	4.5856 	29       	 /             	 /             	 /                 	 /               	 /      	18.9224681702107  	0.2471582051075032 	3.75              	3.7018176180437754 	4.045991512056187  	21.411985544892943	0.38481474340565996	5.950000000000001 	3.7018176180437754 	2.598653032755116  	21.411985544892943	0.38481474340565996	5.950000000000001 	3.7018176180437754 	2.598653032755116  
0.32702544366838343	12.808587138741093	 /         	0.3589721383457866 	22.220380223868645	 /        	3.5309789790784247 	3.4791613610346492	0.37063042123269263	28.392023132424665	1.0145986240596923	39.973090126169424	3.583591096418788  	5.550000000000001 	0.37030651550821525	28.183985601647834	2.966538355813916 	28.183985601647834	3.554625413198412  	5.550000000000001 	17.2112   	16.49048795132841 	 /             	5.3337   	4.5675 	 /       	 /             	 /             	 /                 	 /               	 /      	19.039192473551317	0.25346969608186476	3.85              	3.7018176180437754 	3.945244798325017  	21.522196365472027	0.3910239927862645 	6.050000000000001 	3.7018176180437754 	2.5573878290036403 	21.522196365472027	0.3910239927862645 	6.050000000000001 	3.7018176180437754 	2.5573878290036403 
0.44223985476146965	11.209460623895414	 /         	0.4738341918779447 	18.760140340291958	 /        	3.5018176180437757 	3.4734466643037396	0.48515616582266863	23.249213671946073	1.1547067381968175	30.579321947977874	3.5018176180437757 	5.474676978308643 	0.4851720914737837 	23.25664695000222 	2.9666905821092096	23.25664695000222 	3.5018176180437757 	5.501057894015074 	17.2112   	16.691512363692343	 /             	5.3893   	4.5401 	 /       	 /             	 /             	 /                 	 /               	 /      	19.15547563513368 	0.2597748399841669 	3.95              	3.7018176180437754 	3.8494875025654878 	21.632216547569914	0.3972299432128343 	6.15              	3.7018176180437754 	2.5174335849707177 	21.632216547569914	0.3972299432128343 	6.15              	3.7018176180437754 	2.5174335849707177 
0.5724081714980411 	9.734763445871623 	 /         	0.6045810468350102 	16.069677278444903	 /        	3.4589377679504025 	3.45              	0.6143178614183825 	19.044457625694683	1.3019870706437016	24.9160011744849  	3.439664534563152  	5.450000000000001 	0.6144985161436943 	19.106898801857167	2.9671712648167436	19.106898801857167	3.4198070895934083 	5.467989471549633 	17.2112   	16.972905417977817	 /             	5.4348   	4.505  	 /       	 /             	 /             	 /                 	 /               	 /      	19.27133771839152 	0.2660738546722144 	4.050000000000001 	3.7018176180437754 	3.7583549921954367 	21.742051951865875	0.40343267757033613	6.250000000000001 	3.7018176180437754 	2.4787283122985393 	21.742051951865875	0.40343267757033613	6.250000000000001 	3.7018176180437754 	2.4787283122985393 
0.7475971278099259 	8.1466249366062   	 /         	0.7816866780661575 	13.558666685421551	 /        	3.4018176180437756 	3.419237506104539 	0.787893606429207  	14.988432852132549	1.4438401581352802	21.301793776059217	3.4018176180437756 	5.434543855062048 	0.7880792596274129 	15.034237480617222	2.9693059696575994	15.034237480617222	3.4018176180437756 	5.461451578250439 	17.2112   	17.320426875230375	 /             	5.4786   	4.4534 	 /       	 /             	 /             	 /                 	 /               	 /      	19.386797452020225	0.2723669467332689 	4.15              	3.7018176180437754 	3.6715174583181263 	21.851708179171155	0.4096322757857207 	6.3500000000000005	3.7018176180437754 	2.4412138864836463 	21.851708179171155	0.4096322757857207 	6.3500000000000005	3.7018176180437754 	2.4412138864836463 
0.8938781522559611 	6.861469341925485 	 /         	0.9323590295115468 	12.017237840690635	 /        	3.3810931172175196 	3.429275499173744 	0.9323256240873553 	12.011073038327075	1.578555617558091 	18.80116469454527 	3.3947171912734264 	5.442899573229652 	0.9324527754115496 	12.034559447207815	2.9791842516802376	12.034559447207815	3.36184789556902   	5.510030277525245 	17.2112   	17.408230049528353	 /             	5.5152   	4.4098 	 /       	 /             	 /             	 /                 	 /               	 /      	19.50187234698622 	0.2786543122910286 	4.250000000000001 	3.7018176180437754 	3.5886758463496977 	21.9611905855907  	0.4158288149712893 	6.450000000000001 	3.7018176180437754 	2.404835749703984  	21.9611905855907  	0.4158288149712893 	6.450000000000001 	3.7018176180437754 	2.404835749703984  
0.9081245933388815 	6.215126947318547 	 /         	0.9526809274190283 	11.83836674836043 	 /        	3.3416453845868372 	3.45              	0.9454014276216655 	10.60576633841007 	1.7191332811270916	16.796391521116757	3.3886878843851824 	5.450000000000001 	0.9454943200888692 	10.62047718449387 	2.9828997578378154	10.62047718449387 	3.3289852898002414 	5.550000000000001 	17.2112   	17.410382649426687	 /             	5.5515   	4.461  	 /       	 /             	 /             	 /                 	 /               	 /      	19.616578800867714	0.2849361377385192 	4.3500000000000005	3.7018176180437754 	3.50955834502706   	22.070504296588847	0.42202236955918915	6.550000000000001 	3.7018176180437754 	2.369542640700587  	22.070504296588847	0.42202236955918915	6.550000000000001 	3.7018176180437754 	2.369542640700587  
1.0506007844482959 	5.5832019719999035	 /         	1.096252736761076  	10.717442297039224	 /        	3.3158300455628593 	3.464012427519084 	1.0865394403974726 	9.287487999930475 	1.865092698072547 	15.149407051306428	3.3495655736125665 	5.497747955568792 	1.0865996482133122 	9.29563120506705  	3.0317948660406353	9.29563120506705  	3.3169602878488367 	5.565142669805062 	17.331    	17.411722085085806	 /             	5.5437   	4.4098 	 /       	 /             	 /             	 /                 	 /               	 /      	19.730932191150465	0.29121260040517005	4.45              	3.7018176180437754 	3.433917346325947  	22.17965422005338 	0.4282130114277034 	6.65              	3.7018176180437754 	2.3352863488802074 	22.17965422005338 	0.4282130114277034 	6.65              	3.7018176180437754 	2.3352863488802074 
1.1993181706345601 	5.011927263873075 	 /         	1.2463800323670895 	9.75934791640967  	 /        	3.3018176180437755 	3.4721939933499453	1.2338512695122281 	8.14128837724425  	2.0161157009306865	13.771817952208169	3.3067835639959138 	5.550000000000001 	1.2338833294057425 	8.145018795985784 	3.078501582256993 	8.145018795985784 	3.3018176180437755 	5.584224874005213 	17.3882   	17.41242751509795 	 /             	5.5533   	4.3621 	 /       	 /             	 /             	 /                 	 /               	 /      	19.52831879634984 	0.22217606528234865	3.5500000000000003	3.6018176180437753 	4.5009348722112215 	22.288645058442683	0.43440081001995046	6.750000000000001 	3.7018176180437754 	2.3020214901396563 	22.288645058442683	0.43440081001995046	6.750000000000001 	3.7018176180437754 	2.3020214901396563 
1.3419066532589208 	4.537448034421973 	 /         	1.390492309336682  	8.99590166541366  	 /        	3.254789108812283  	3.5029714907685077	1.375105305215964  	7.221282229154729 	2.1559483353706517	12.713530763241842	3.304591067069737  	5.552773449025962 	1.375114934911338  	7.222264095951285 	3.1205463550059838	7.222264095951285 	3.272850422501923  	5.621032804458148 	17.4207   	17.414483408043484	 /             	5.5601   	4.3117 	 /       	 /             	 /             	 /                 	 /               	 /      	19.64347667662006 	0.2282180462573046 	3.65              	3.6018176180437753 	4.381774431950702  	22.39748132009265 	0.44058583245554145	6.8500000000000005	3.7018176180437754 	2.269705302203306  	22.39748132009265 	0.44058583245554145	6.8500000000000005	3.7018176180437754 	2.269705302203306  
1.476692464602074  	4.132100309971669 	 /         	1.5270381905515458 	8.382154760737377 	 /        	3.2018176180437754 	3.5376664713267805	1.5086110212071462 	6.457932567038461 	2.3002945774786117	11.786632799129336	3.3018176180437755 	5.5562842612755885	1.5086020689464175 	6.457122262339583 	3.1587485268945197	6.457122262339583 	3.250065499923374  	5.65              	17.4336   	17.41559487857388 	 /             	5.5639   	4.2627 	 /       	 /             	 /             	 /                 	 /               	 /      	19.75821787446698 	0.23425468277647757	3.75              	3.6018176180437753 	4.268858099857861  	22.506167329752458	0.4467681436357111 	6.950000000000001 	3.7018176180437754 	2.2382974575183385 	22.506167329752458	0.4467681436357111 	6.950000000000001 	3.7018176180437754 	2.2382974575183385 
1.6168444864299483 	3.751056205482057 	 /         	1.6692840060781418 	7.831926477528035 	 /        	3.194373440340694  	3.5425558222969187	1.647423909554462  	5.759211070944646 	2.4510383789548884	10.958773346772062	3.2606489065874507 	5.6088312885436755	1.6473980569475581 	5.757132261957964 	3.1980345108428603	5.757132261957964 	3.2292296196732386 	5.677412001629464 	17.4363   	17.415743862096676	 /             	5.5657   	4.216  	 /       	 /             	 /             	 /                 	 /               	 /      	19.872562240849014	0.2402861628575577 	3.85              	3.6018176180437753 	4.1617044781426005 	22.614707238411793	0.452947806342381  	7.050000000000001 	3.7018176180437754 	2.2077598919733035 	22.614707238411793	0.452947806342381  	7.050000000000001 	3.7018176180437754 	2.2077598919733035 
1.7617813915851754 	3.3871060997796887	 /         	1.8167807171899202 	7.33701677561281  	 /        	3.183042530387307  	3.5500000000000003	1.790940552379933  	5.10890376451701  	2.5979670301126854	10.25921153146015 	3.2284112307781956 	5.65              	1.7908994232375295 	5.1059707879086895	3.239903059770513 	5.1059707879086895	3.2018176180437754 	5.713493777161438 	17.4371   	17.415967344065567	 /             	5.5662   	4.1672 	 /       	 /             	 /             	 /                 	 /               	 /      	19.9865282417543  	0.24631266446532904	3.95              	3.6018176180437753 	4.059880567532733  	22.723105032476262	0.4591248813315868 	7.15              	3.7018176180437754 	2.1780566478987775 	22.723105032476262	0.4591248813315868 	7.15              	3.7018176180437754 	2.1780566478987775 
1.9111911541061444 	3.040604147319269 	 /         	1.9692291842011684 	6.890587874366944 	 /        	3.1351402826348633 	3.5833226645910883	1.9388505771816917 	4.505387297711844 	2.7442524466719993	9.648695226622442 	3.2169582287749043 	5.66514061073113  	1.9387963790738458 	4.501966630152453 	3.2844272003560975	4.501966630152453 	3.1860518693239164 	5.734234251280141 	17.4368   	17.41687039813982 	 /             	5.5658   	4.1163 	 /       	 /             	 /             	 /                 	 /               	 /      	20.100133085507657	0.2523343562588224 	4.050000000000001 	3.6018176180437753 	3.962995823582137  	22.831364542342442	0.46529942742165414	7.250000000000001 	3.7018176180437754 	2.1491537299782673 	22.831364542342442	0.46529942742165414	7.250000000000001 	3.7018176180437754 	2.1491537299782673 
2.049159249324504  	2.7479423246526253	 /         	2.110258700319764  	6.525986089642594 	 /        	3.1018176180437753 	3.6065093447256573	2.0754232717146133 	4.007684417812514 	2.8840153351784528	9.130331596512931 	3.2018176180437754 	5.685166162179319 	2.0753599980226007 	4.004108232077838 	3.3265431041184645	4.004108232077838 	3.1740702350822256 	5.750000000000001 	17.4349   	17.417630578217572	 /             	5.5646   	4.0637 	 /       	 /             	 /             	 /                 	 /               	 /      	20.21339283563431 	0.25835139826711   	4.15              	3.6018176180437753 	3.8706970688275435 	22.939489450419288	0.47147150157648804	7.3500000000000005	3.7018176180437754 	2.1210189728461613 	22.939489450419288	0.47147150157648804	7.3500000000000005	3.7018176180437754 	2.1210189728461613 
2.1912129893749066 	2.4699202227176964	 /         	2.255737956530955  	6.190249214685197 	 /        	3.076152793724477  	3.6243351756807014	2.2160265119803517 	3.545305379206018 	3.0359513867096353	8.628143973988383 	3.173894897234864  	5.722077279191089 	2.2159572721712952 	3.5418078188359847	3.370862779207792 	3.5418078188359847	3.143468706392682  	5.791651088348908 	17.4321   	17.41834877634176 	 /             	5.563    	4.0151 	 /       	 /             	 /             	 /                 	 /               	 /      	20.326322511218326	0.26436394250204176	4.250000000000001 	3.6018176180437753 	3.7826641202866638 	23.047483298638525	0.47764115898430226	7.450000000000001 	3.7018176180437754 	2.0936219192803383 	23.047483298638525	0.47764115898430226	7.450000000000001 	3.7018176180437754 	2.0936219192803383 
2.3392492798902724 	2.2051210175931684	 /         	2.4075701993619862 	5.8767337991192266	 /        	3.0392192758222345 	3.65              	2.3625522125771425 	3.1146232397882763	3.175483745428569 	8.215236660369781 	3.1527763079236215 	5.750000000000001 	2.3624808173627283 	3.1114096032451837	3.417892758667869 	3.1114096032451837	3.1018176180437753 	5.848353735770705 	17.4278   	17.419333199511378	 /             	5.5612   	3.9649 	 /       	 /             	 /             	 /                 	 /               	 /      	20.438936176395302	0.27037213351508305	4.3500000000000005	3.6018176180437753 	3.6986060175621374 	23.1553494954927  	0.48380845313209236	7.550000000000001 	3.7018176180437754 	2.0669337080122783 	23.1553494954927  	0.48380845313209236	7.550000000000001 	3.7018176180437754 	2.0669337080122783 
