logP0_crit         	m1iso_crit        	phases_crit	logP0_hub          	m1iso_hub         	phases_hub	logP0_RHeRL        	m1iso_RHeRL       	logP0_critL2       	m1iso_critL2      	logP0_hubL2       	m1iso_hubL2       	logP0_RHeRL        	m1iso_RHeRL       	logP0_critL2_DEF 	m1iso_critL2_DEF	logP0_hubL2_DEF 	m1iso_hubL2_DEF 	logP0_RHeRLL2_DEF  	m1iso_RHeRLL2_DEF 	m2iso_crit	m2iso_RHeRL       	m2iso_PmergeMIN	logL_Lsun	logTeff	HR_phases	logP0_PmergeMIN	m1iso_PmergeMIN	q_band             	mtot_band        	m1iso_HD	mtot_yes          	qfin_yes           	m1_yes            	logP0_yes          	q_yes              	mtot_yesL2        	qfin_yesL2         	m1_yesL2          	logP0_yesL2       	q_yesL2            	mtot_yesL2_DEF  	qfin_yesL2_DEF   	m1_yesL2_DEF    	logP0_yesL2_DEF 	q_yesL2_DEF      
0.10180785737428227	17.273599825388242	9          	0.13865254301769586	37.977393517229714	9         	3.7018176180437754 	3.548369147427088 	0.15964239663281032	191.43640519264963	1.085671394858816 	1122.9296320047838	3.7018176180437754 	7.089205578297698 	0.15965316321729506	190.8156199999992 	3.6089146464557706	190.8156199999992 	3.7018176180437754 	7.124582178892963 	17.2112   	15.137227501622387	 /             	5.1485   	4.6024 	9        	 /             	 /             	0.9977507246376812 	59.2612          	 /      	18.68760840445193 	0.23451524872026383	3.5500000000000003	3.7018176180437754 	4.264115043507585  	22.723105032476262	0.4591248813315868 	7.15              	3.7018176180437754	2.1780566478987775 	22.723105032476262	0.4591248813315868 	7.15              	3.7018176180437754	2.1780566478987775 
0.16371078881421522	15.86294705751647 	25         	0.19814395097896634	31.242879829888153	25        	3.6983566059207122 	3.546538987876937 	0.22652765679990827	120.26104446589453	1.0858050947838251	1100.9374249715277	3.6785293053844246 	7.050000000000001 	0.22653969319149708	120.6311514430793 	3.6086306698959527	120.6311514430793 	3.6568755763932135 	7.050000000000001 	17.2112   	15.168207237521555	 /             	5.2139   	4.5965 	26       	 /             	 /             	0.19914372955411266	18.68760840445193	 /      	18.805281195350343	0.24084013704211732	3.65              	3.7018176180437754 	4.152131834342559  	22.831364542342442	0.46529942742165414	7.250000000000001 	3.7018176180437754	2.1491537299782673 	22.831364542342442	0.46529942742165414	7.250000000000001 	3.7018176180437754	2.1491537299782673 
0.23586765562322046	14.406785362086644	28         	0.26866924960116   	26.322590783422278	28        	3.6018176180437753 	3.495712054145977 	0.30074697930010763	77.68103123994663 	1.085832445156525 	1097.2628422622495	3.646525739543216  	6.994708121499442 	0.3008764914542459 	78.41809697586717 	3.6082871918478534	78.41809697586717 	3.6018176180437753 	6.9561336981554   	17.2112   	15.969831817063486	 /             	5.2744   	4.5856 	29       	 /             	 /             	 /                 	 /               	 /      	18.9224681702107  	0.2471582051075032 	3.75              	3.7018176180437754 	4.045991512056187  	22.939489450419288	0.47147150157648804	7.3500000000000005	3.7018176180437754	2.1210189728461613 	22.939489450419288	0.47147150157648804	7.3500000000000005	3.7018176180437754	2.1210189728461613 
0.32702544366838343	12.808587138741093	 /         	0.3589721383457866 	22.220380223868645	 /        	3.5309789790784247 	3.4791613610346492	0.3908672490524611 	50.6701123493557  	1.183453328067594 	108.26083671680979	3.6200592345913107 	6.950000000000001 	0.3910798358474717 	51.08899820187768 	3.607831413936036 	51.08899820187768 	3.596987588366297  	6.950000000000001 	17.2112   	16.49048795132841 	 /             	5.3337   	4.5675 	 /       	 /             	 /             	 /                 	 /               	 /      	19.039192473551317	0.25346969608186476	3.85              	3.7018176180437754 	3.945244798325017  	23.047483298638525	0.47764115898430226	7.450000000000001 	3.7018176180437754	2.0936219192803383 	23.047483298638525	0.47764115898430226	7.450000000000001 	3.7018176180437754	2.0936219192803383 
0.44223985476146965	11.209460623895414	 /         	0.4738341918779447 	18.760140340291958	 /        	3.5018176180437757 	3.4734466643037396	0.5026255836278157 	34.60854250387031 	1.329211883408483 	52.697512728505544	3.6018176180437753 	6.91838699917521  	0.5018971496567785 	33.9533043903114  	3.6072207356256043	33.9533043903114  	3.5807263303097403 	6.928908712265966 	17.2112   	16.691512363692343	 /             	5.3893   	4.5401 	 /       	 /             	 /             	 /                 	 /               	 /      	19.15547563513368 	0.2597748399841669 	3.95              	3.7018176180437754 	3.8494875025654878 	23.1553494954927  	0.48380845313209236	7.550000000000001 	3.7018176180437754	2.0669337080122783 	23.1553494954927  	0.48380845313209236	7.550000000000001 	3.7018176180437754	2.0669337080122783 
0.5724081714980411 	9.734763445871623 	 /         	0.6045810468350102 	16.069677278444903	 /        	3.4589377679504025 	3.45              	0.6311749366198297 	26.55537700092291 	1.4695752042236505	38.44272956084253 	3.5489568028788017 	6.8500000000000005	0.6309212440620751 	26.40941138132274 	3.6064719162089403	26.40941138132274 	3.519209355179413  	6.8500000000000005	17.2112   	16.972905417977817	 /             	5.4348   	4.505  	 /       	 /             	 /             	 /                 	 /               	 /      	19.27133771839152 	0.2660738546722144 	4.050000000000001 	3.7018176180437754 	3.7583549921954367 	23.263091322636363	0.48997343587613457	7.65              	3.7018176180437754	2.040926970279263  	23.263091322636363	0.48997343587613457	7.65              	3.7018176180437754	2.040926970279263  
0.7475971278099259 	8.1466249366062   	 /         	0.7816866780661575 	13.558666685421551	 /        	3.4018176180437756 	3.419237506104539 	0.8047338903042923 	20.090423789846326	1.603178359786851 	31.23100195073636 	3.5018176180437757 	6.787792746992882 	0.8049330101700665 	20.164933318879385	3.60533737396183  	20.164933318879385	3.5018176180437757 	6.827223137498976 	17.2112   	17.320426875230375	 /             	5.4786   	4.4534 	 /       	 /             	 /             	 /                 	 /               	 /      	19.386797452020225	0.2723669467332689 	4.15              	3.7018176180437754 	3.6715174583181263 	23.370711941082522	0.4961361575087674 	7.750000000000001 	3.7018176180437754	2.0155757343332286 	23.370711941082522	0.4961361575087674 	7.750000000000001 	3.7018176180437754	2.0155757343332286 
0.8938781522559611 	6.861469341925485 	 /         	0.9323590295115468 	12.017237840690635	 /        	3.3810931172175196 	3.429275499173744 	0.9489000487752198 	15.649284850076878	1.7428086877260751	26.37362168420548 	3.429429561720281  	6.777611943676506 	0.9491507550323213 	15.714931726432829	3.60422573195547  	15.714931726432829	3.4752131611302968 	6.823395543086522 	17.2112   	17.408230049528353	 /             	5.5152   	4.4098 	 /       	 /             	 /             	 /                 	 /               	 /      	19.50187234698622 	0.2786543122910286 	4.250000000000001 	3.7018176180437754 	3.5886758463496977 	23.47821439702409 	0.5022966668216934 	7.8500000000000005	3.7018176180437754	1.990855337200521  	23.47821439702409 	0.5022966668216934 	7.8500000000000005	3.7018176180437754	1.990855337200521  
0.9081245933388815 	6.215126947318547 	 /         	0.9526809274190283 	11.83836674836043 	 /        	3.3416453845868372 	3.45              	0.9617282157316621 	13.632531553003318	1.8879404402258813	22.827982720945045	3.4018176180437756 	6.775215345702692 	0.9619404186083056 	13.678690513088016	3.6040626052280462	13.678690513088016	3.4018176180437756 	6.816774105857281 	17.2112   	17.410382649426687	 /             	5.5515   	4.461  	 /       	 /             	 /             	 /                 	 /               	 /      	19.616578800867714	0.2849361377385192 	4.3500000000000005	3.7018176180437754 	3.50955834502706   	23.585601627307213	0.5084550111660247 	7.950000000000001 	3.7018176180437754	1.9667423430575104 	23.585601627307213	0.5084550111660247 	7.950000000000001 	3.7018176180437754	1.9667423430575104 
1.0506007844482959 	5.5832019719999035	 /         	1.096252736761076  	10.717442297039224	 /        	3.3158300455628593 	3.464012427519084 	1.1025302362493694 	11.78404925786872 	2.0382275214484067	20.10671512394002 	3.3734591567617342 	6.82164153871796  	1.1026897328155558 	11.81282212960264 	3.6119433603447018	11.81282212960264 	3.3891289436940406 	6.837311325650266 	17.331    	17.411722085085806	 /             	5.5437   	4.4098 	 /       	 /             	 /             	 /                 	 /               	 /      	19.730932191150465	0.29121260040517005	4.45              	3.7018176180437754 	3.433917346325947  	23.692876464581346	0.5146112365092724 	8.05              	3.7018176180437754	1.9432144676498562 	23.692876464581346	0.5146112365092724 	8.05              	3.7018176180437754	1.9432144676498562 
